"","carat","cut","color","clarity","depth","table","price","x","y","z"
"37165",1.51,"Premium","F","VS2",61.6,58,14817,7.35,7.32,4.52
"37166",0.79,"Ideal","F","SI1",61.2,56,3169,5.96,6.01,3.66
"37167",1.21,"Ideal","F","VVS1",62,58,12613,6.82,6.86,4.24
"37168",0.7,"Fair","G","I1",64.6,59,1115,5.64,5.48,3.6
"37169",1,"Fair","G","SI2",64.6,67,3142,6.25,6.19,4.02
"37170",0.39,"Ideal","G","VVS2",61.1,56,974,4.7,4.72,2.88
"37171",1.2,"Good","H","VS2",62.6,56,6468,6.73,6.76,4.22
"37172",0.52,"Premium","G","SI2",61.5,59,1196,5.19,5.15,3.18
"37173",0.42,"Very Good","I","SI1",61,55.8,712,4.83,4.86,2.96
"37174",0.31,"Ideal","I","VS1",61.9,55,503,4.35,4.38,2.7
"37175",0.3,"Premium","G","SI2",58.1,61,506,4.47,4.41,2.58
"37176",2.01,"Very Good","I","VS1",59.7,63,17751,8.24,8.15,4.89
"37177",0.31,"Ideal","E","VS1",61.8,56,734,4.34,4.37,2.69
"37178",1.03,"Fair","D","SI2",66.4,56,3743,6.31,6.19,4.15
"37179",0.54,"Premium","D","VS2",60.9,58,1993,5.31,5.27,3.22
"37180",0.5,"Very Good","H","VVS1",63.3,57,1715,5.06,5.02,3.19
"37181",0.92,"Very Good","F","SI1",62.9,56,4037,6.2,6.24,3.91
"37182",2.33,"Ideal","I","VS2",62.4,57,15073,8.52,8.47,5.31
"37183",0.51,"Ideal","D","SI2",61.9,56,1264,5.1,5.15,3.17
"37184",0.32,"Very Good","G","VS2",62.3,55,544,4.38,4.41,2.73
"37185",0.38,"Ideal","H","VS1",61.1,55,721,4.68,4.72,2.87
"37186",0.73,"Ideal","I","VVS1",61.8,57,3239,5.75,5.77,3.56
"37187",1.51,"Very Good","J","VS1",63.5,60,7991,7.29,7.23,4.61
"37188",1.01,"Fair","G","VS2",68.9,60,5294,6.06,6.02,4.17
"37189",0.33,"Very Good","E","VS1",61.6,56,781,4.43,4.46,2.74
"37190",1.07,"Premium","H","SI1",62.2,57,5055,6.57,6.48,4.06
"37191",0.4,"Ideal","I","VS1",60.9,56,826,4.76,4.8,2.91
"37192",1.11,"Premium","J","SI1",59.5,58,3524,6.89,6.77,4.07
"37193",1.04,"Ideal","H","SI2",61.8,55,4368,6.54,6.5,4.03
"37194",1.07,"Ideal","H","VS2",62.1,57,4458,6.53,6.49,4.04
"37195",1.51,"Premium","E","SI1",62.4,59,12319,7.33,7.29,4.56
"37196",1.46,"Premium","G","SI2",62.8,52,5421,7.31,7.27,4.58
"37197",1.01,"Premium","F","VVS1",62.8,58,9412,6.39,6.35,4
"37198",0.71,"Very Good","H","VVS2",61.8,56,2960,5.7,5.73,3.53
"37199",1.51,"Good","J","SI2",58.1,64,6104,7.53,7.57,4.39
"37200",0.52,"Very Good","F","VVS2",62.9,57,2035,5.11,5.13,3.22
"37201",2.4,"Premium","F","SI2",62.6,59,16797,8.53,8.49,5.33
"37202",1.51,"Good","J","SI1",64.1,61,6394,7.16,7.19,4.6
"37203",1.21,"Premium","F","SI2",58.9,60,5243,6.81,6.74,3.99
"37204",0.35,"Ideal","G","SI1",60.6,56,555,4.56,4.58,2.77
"37205",0.32,"Premium","G","VS1",62.1,58,645,4.37,4.39,2.72
"37206",0.81,"Premium","D","SI1",62.4,59,3266,5.96,5.89,3.7
"37207",0.79,"Ideal","F","VVS1",61.5,55,4858,5.98,5.95,3.67
"37208",1.5,"Good","H","SI2",64.2,56,7291,7.26,7.2,4.64
"37209",1.05,"Ideal","I","SI1",60.4,57,3822,6.6,6.58,3.98
"37210",1.1,"Ideal","F","VVS2",61.2,56,10487,6.66,6.74,4.1
"37211",0.42,"Ideal","D","SI2",62.4,57,898,4.81,4.78,2.99
"37212",0.23,"Very Good","F","VVS2",62,58,530,3.89,3.92,2.42
"37213",1.1,"Ideal","D","VS2",62,56,8959,6.58,6.61,4.09
"37214",0.3,"Very Good","I","VVS1",62.5,60,552,4.24,4.27,2.66
"37215",0.32,"Premium","F","VVS1",60.7,58,1235,4.4,4.43,2.68
"37216",0.39,"Good","F","SI1",63.6,58,718,4.6,4.65,2.94
"37217",0.62,"Ideal","G","VVS2",61.6,56,2861,5.48,5.51,3.38
"37218",0.32,"Ideal","E","VVS1",60.9,56,813,4.41,4.43,2.69
"37219",0.5,"Ideal","F","SI2",62,58,1095,5.08,5.11,3.16
"37220",1,"Fair","H","SI2",65.3,62,2818,6.34,6.12,4.08
"37221",0.31,"Ideal","E","VVS1",59.5,60,749,4.43,4.45,2.64
"37222",1.56,"Ideal","I","VVS2",62,56,10481,7.39,7.42,4.6
"37223",1.01,"Premium","F","SI1",61.8,59,4989,6.41,6.34,3.94
"37224",0.78,"Premium","G","VS2",60.8,58,2803,6.03,5.95,3.64
"37225",0.7,"Very Good","H","SI2",63.8,59,1807,5.6,5.63,3.58
"37226",1.02,"Fair","I","SI2",64.5,56,3084,6.28,6.25,4.04
"37227",0.9,"Very Good","G","VS2",59.6,61,4093,6.2,6.25,3.71
"37228",1.01,"Very Good","H","VS2",63.1,59,5260,6.34,6.3,3.99
"37229",1.24,"Ideal","G","VS1",61.5,56,8830,6.92,6.97,4.27
"37230",1.94,"Very Good","I","VS2",60.2,58,14489,8.04,8.1,4.86
"37231",0.6,"Ideal","D","VVS1",62.3,55,3850,5.38,5.4,3.36
"37232",0.4,"Premium","H","VS1",62.6,58,1035,4.73,4.66,2.94
"37233",1.4,"Good","D","SI1",63.8,60,8624,7.01,6.95,4.45
"37234",0.41,"Ideal","E","VVS1",61.1,56,1608,4.8,4.82,2.94
"37235",0.31,"Ideal","F","VS2",61.6,55,625,4.36,4.37,2.69
"37236",1,"Good","J","VS2",57.6,58,3422,6.59,6.56,3.79
"37237",0.9,"Ideal","G","SI2",62.7,55,3428,6.11,6.17,3.85
"37238",0.3,"Premium","H","VS1",62.1,59,630,4.28,4.25,2.65
"37239",0.3,"Premium","E","VVS2",61.4,58,1013,4.28,4.25,2.62
"37240",1.17,"Premium","F","SI2",62.5,57,4259,6.8,6.71,4.22
"37241",0.39,"Premium","H","VVS1",61.5,56,990,4.73,4.7,2.9
"37242",0.84,"Fair","D","SI2",64.5,60,2167,5.92,5.84,3.79
"37243",0.52,"Premium","D","SI1",61.5,55,1651,5.21,5.19,3.2
"37244",1.35,"Very Good","H","SI2",62.2,56,6088,7.02,7.06,4.38
"37245",1.61,"Ideal","D","VS2",62,55,18318,7.51,7.5,4.67
"37246",0.31,"Very Good","D","SI1",60.4,60,507,4.4,4.44,2.67
"37247",0.73,"Very Good","F","VVS2",61.9,59,3442,5.72,5.84,3.58
"37248",0.54,"Very Good","G","VS1",64,59.5,1563,5.12,5.17,3.3
"37249",0.78,"Premium","E","VS2",62.6,57,2970,5.91,5.85,3.68
"37250",0.34,"Ideal","E","VS2",62.1,54,956,4.52,4.5,2.8
"37251",0.4,"Premium","F","VVS1",61.1,59,1263,4.75,4.78,2.91
"37252",0.32,"Ideal","G","VS1",61.8,55,645,4.42,4.45,2.74
"37253",0.33,"Very Good","H","VS1",60.2,62,579,4.44,4.47,2.68
"37254",0.9,"Good","G","VS1",63.9,57,4223,6.08,6.03,3.87
"37255",1.08,"Ideal","D","SI1",62.7,57,6539,6.52,6.56,4.1
"37256",1.2,"Very Good","F","VS2",62.9,57,9331,6.78,6.71,4.24
"37257",0.53,"Ideal","G","VVS2",60.4,56,1948,5.24,5.29,3.18
"37258",0.52,"Very Good","E","SI1",62.7,57,1389,5.1,5.14,3.21
"37259",1.21,"Ideal","F","VVS1",59.8,60,12230,6.95,6.89,4.14
"37260",1.27,"Ideal","F","VS2",62.8,56,6543,6.9,6.86,4.32
"37261",1.2,"Premium","J","SI1",60,61,4717,6.89,6.84,4.12
"37262",0.5,"Ideal","H","VS2",62.3,54,1279,5.11,5.13,3.19
"37263",0.3,"Ideal","F","SI1",61.9,56,475,4.29,4.33,2.67
"37264",1.5,"Very Good","G","VVS1",63.1,62,14361,7.25,7.23,4.57
"37265",2,"Premium","G","SI2",62.9,58,13420,7.98,7.92,5
"37266",0.6,"Ideal","E","SI1",61.2,57,2069,5.43,5.45,3.33
"37267",1.12,"Ideal","H","VVS2",62.3,53,7091,6.64,6.7,4.16
"37268",0.77,"Very Good","I","VS2",62.4,63,2162,5.84,5.8,3.63
"37269",1.51,"Premium","G","SI1",62.5,60,10235,7.28,7.32,4.56
"37270",0.36,"Ideal","G","SI2",61.4,54,505,4.59,4.66,2.84
"37271",1.2,"Very Good","F","SI2",62.2,62,5247,6.7,6.77,4.19
"37272",1.22,"Premium","F","VS2",63,60,7154,6.85,6.74,4.28
"37273",0.32,"Very Good","E","SI1",59.9,57,584,4.47,4.49,2.68
"37274",0.73,"Good","F","VVS2",58.2,63,3166,5.87,6.01,3.46
"37275",0.55,"Ideal","I","SI1",61.3,56,1367,5.29,5.34,3.26
"37276",1.21,"Ideal","H","VS2",62.6,55,7562,6.84,6.78,4.26
"37277",0.57,"Ideal","F","VVS2",61.9,55,2797,5.34,5.35,3.31
"37278",0.42,"Ideal","G","VS1",61.9,56,921,4.77,4.82,2.97
"37279",1.34,"Premium","D","SI2",61.5,58,7305,7.04,7.07,4.34
"37280",0.7,"Ideal","E","VS2",61,56,3504,5.74,5.78,3.52
"37281",2.03,"Premium","J","SI2",60.9,60,12078,8.21,8.1,4.97
"37282",0.35,"Premium","E","SI1",60.8,60,788,4.57,4.51,2.76
"37283",0.36,"Ideal","E","VS1",61.6,57,852,4.54,4.58,2.81
"37284",0.45,"Fair","F","VS2",64.2,58,1037,4.9,4.75,3.1
"37285",0.4,"Ideal","H","VVS2",60.8,55,1125,4.82,4.79,2.92
"37286",1.5,"Good","I","VS1",57.2,62,9702,7.64,7.61,4.36
"37287",0.31,"Premium","G","VS2",61.7,58,544,4.32,4.34,2.67
"37288",1.23,"Premium","F","VS2",62.9,58,8486,6.82,6.76,4.27
"37289",1.06,"Premium","E","VS2",62.3,58,6716,6.49,6.52,4.05
"37290",1.25,"Ideal","D","VS1",61.7,56,10441,6.92,7.01,4.3
"37291",0.38,"Ideal","G","VS2",59.5,58,721,4.75,4.77,2.83
"37292",0.7,"Premium","I","VVS2",60.1,59,2352,5.8,5.72,3.46
"37293",1.09,"Ideal","D","VVS2",61.3,57,12185,6.61,6.66,4.07
"37294",1.72,"Good","G","SI2",62.8,59.3,10084,7.55,7.62,4.76
"37295",2.01,"Premium","J","SI2",60.8,57.2,13133,8.13,8.15,4.95
"37296",1.5,"Very Good","E","VS1",59.5,61,16988,7.43,7.46,4.43
"37297",1.24,"Ideal","D","SI1",61.9,56,6805,6.9,6.87,4.26
"37298",0.35,"Premium","E","VS2",61.4,58,853,4.55,4.51,2.78
"37299",1.23,"Ideal","H","SI2",62.4,57,6152,6.79,6.84,4.25
"37300",0.85,"Ideal","E","SI2",62.8,57,3189,6.06,6.01,3.79
"37301",0.45,"Ideal","I","VS2",61.7,59,1013,4.96,4.91,3.04
"37302",0.71,"Fair","H","SI1",65.9,57,1828,5.54,5.48,3.63
"37303",1.15,"Ideal","I","VS1",62.1,55,5626,6.76,6.67,4.18
"37304",1.03,"Very Good","D","SI1",60.5,61,5313,6.43,6.47,3.9
"37305",0.57,"Very Good","E","SI2",59.7,57,1244,5.4,5.48,3.25
"37306",0.54,"Premium","H","VS1",61.3,58,1637,5.25,5.22,3.21
"37307",1.04,"Very Good","I","VS2",61.9,58,4511,6.47,6.55,4.03
"37308",1.03,"Ideal","F","SI2",62.4,57,3807,6.43,6.38,4
"37309",0.4,"Very Good","G","VS1",60.4,57,760,4.76,4.77,2.88
"37310",0.33,"Ideal","E","VVS2",61.2,56,814,4.46,4.5,2.74
"37311",0.57,"Ideal","F","VS2",62.1,55,1637,5.31,5.35,3.31
"37312",0.9,"Very Good","G","VS2",60.2,59,4503,6.22,6.28,3.76
"37313",0.32,"Premium","E","VVS2",61.5,58,842,4.36,4.42,2.7
"37314",0.92,"Good","G","VVS2",58.8,57,5390,6.32,6.37,3.73
"37315",1.01,"Premium","F","SI2",61.6,58,4416,6.39,6.4,3.94
"37316",0.57,"Ideal","E","VS2",60.4,57,1728,5.36,5.4,3.25
"37317",0.23,"Very Good","F","VVS2",63.1,56,472,3.93,3.96,2.49
"37318",0.57,"Very Good","G","VS2",60.7,58,1565,5.31,5.37,3.24
"37319",0.71,"Premium","F","VS1",62.2,58,2832,5.72,5.66,3.54
"37320",0.74,"Ideal","D","VS2",61.1,54,3177,5.86,5.89,3.59
"37321",1.03,"Premium","H","VS2",60.9,58,5364,6.55,6.48,3.97
"37322",0.9,"Fair","J","VS1",64.6,58,2964,6.12,6.06,3.93
"37323",1.25,"Ideal","I","SI1",61,56,6352,6.97,7.02,4.27
"37324",1.51,"Good","F","VVS2",63.7,58,14654,7.18,7.24,4.59
"37325",0.58,"Fair","G","VS1",64.7,60,1701,5.23,5.28,3.41
"37326",1.02,"Premium","F","SI2",61.5,58,4541,6.49,6.42,3.97
"37327",2.25,"Ideal","I","SI2",60.5,56,16575,8.49,8.54,5.15
"37328",0.72,"Premium","F","SI1",60.1,59,2492,5.83,5.81,3.5
"37329",1.18,"Good","D","SI2",61.7,63,5315,6.67,6.72,4.13
"37330",1.5,"Good","J","VS2",59.6,60,7368,7.31,7.38,4.38
"37331",0.73,"Premium","F","SI1",58.7,59,2644,5.97,5.92,3.49
"37332",0.78,"Very Good","G","SI2",63.8,56,2759,5.81,5.85,3.72
"37333",0.54,"Very Good","E","VS2",61.2,58,1707,5.21,5.28,3.21
"37334",1.01,"Premium","H","SI2",59.4,62,3083,6.47,6.43,3.83
"37335",0.55,"Ideal","E","VS2",61.4,56,1792,5.32,5.26,3.25
"37336",0.73,"Very Good","G","VVS1",60.2,61,3567,5.83,5.89,3.53
"37337",1.3,"Premium","F","VS2",60.4,59,10090,7.12,7.06,4.28
"37338",0.73,"Ideal","I","VS1",61.1,56,2596,5.79,5.83,3.55
"37339",0.32,"Very Good","E","SI1",62.8,57,561,4.34,4.39,2.74
"37340",1.78,"Premium","H","SI2",61,61,10666,7.88,7.82,4.79
"37341",1.2,"Ideal","I","SI1",62.3,53,5694,6.8,6.85,4.25
"37342",0.3,"Ideal","I","VS1",61,58,491,4.3,4.33,2.63
"37343",1.41,"Premium","E","VS1",58.8,59,12671,7.3,7.26,4.28
"37344",0.3,"Good","J","VVS2",57.4,61,483,4.41,4.44,2.54
"37345",0.34,"Very Good","G","VS2",60.3,54,596,4.53,4.56,2.74
"37346",1.36,"Good","F","SI1",57.5,60,7197,7.36,7.31,4.22
"37347",0.38,"Very Good","H","VS2",62.8,55,700,4.64,4.66,2.92
"37348",0.4,"Ideal","F","VS1",61.1,56,982,4.75,4.78,2.91
"37349",0.73,"Premium","F","SI1",59.3,61,2346,5.85,5.82,3.46
"37350",1.16,"Premium","F","SI2",62.1,59,3787,6.74,6.63,4.15
"37351",1.01,"Premium","E","SI2",62.6,59,4751,6.39,6.36,3.99
"37352",0.54,"Ideal","D","VVS1",61.4,58,3139,5.28,5.25,3.23
"37353",0.39,"Premium","D","VS2",61.4,60,958,4.7,4.72,2.89
"37354",0.4,"Ideal","H","VS2",61.4,55,725,4.76,4.78,2.93
"37355",2,"Very Good","G","SI1",62.5,58,18186,7.98,8.04,5.01
"37356",0.42,"Ideal","G","VVS2",60.7,55,1031,4.86,4.89,2.96
"37357",0.35,"Ideal","D","VVS2",61.6,54,945,4.55,4.57,2.81
"37358",0.63,"Ideal","D","SI1",62,56,2313,5.5,5.47,3.4
"37359",0.6,"Ideal","E","VS2",61.2,56,2189,5.45,5.44,3.33
"37360",1.51,"Good","E","VS2",62.6,60,14709,7.22,7.28,4.54
"37361",0.33,"Very Good","G","VVS2",62.8,57,752,4.39,4.47,2.78
"37362",1.6,"Ideal","F","SI2",62.8,56,7616,7.46,7.41,4.69
"37363",0.81,"Very Good","F","VVS2",63.1,56,3992,5.99,5.9,3.75
"37364",0.57,"Very Good","I","VS2",62.2,55,1267,5.33,5.34,3.32
"37365",1,"Good","G","SI2",57.6,62,4113,6.62,6.55,3.79
"37366",1.44,"Premium","H","SI2",62.1,55,7419,7.25,7.2,4.49
"37367",1,"Good","F","SI1",60.1,65,4679,6.4,6.44,3.86
"37368",0.58,"Ideal","E","VS1",62.2,55,2041,5.38,5.42,3.36
"37369",0.71,"Ideal","F","I1",60.1,57,1761,5.79,5.76,3.47
"37370",0.75,"Good","E","SI1",58.3,60,2923,5.94,5.99,3.48
"37371",1.28,"Premium","G","VS2",62.2,59,9032,6.94,6.89,4.3
"37372",1.12,"Ideal","H","VS2",61.8,55,6110,6.64,6.7,4.12
"37373",0.41,"Ideal","E","VS1",62.3,57,1153,4.77,4.74,2.96
"37374",0.74,"Ideal","I","VVS1",60.8,57,2822,5.85,5.89,3.57
"37375",1.19,"Very Good","D","SI2",63.5,57,5562,6.67,6.75,4.26
"37376",0.56,"Ideal","G","VS2",61.2,56,1580,5.29,5.33,3.25
"37377",0.7,"Very Good","F","VVS1",63.3,62,3204,5.67,5.57,3.56
"37378",0.7,"Ideal","E","VVS2",62.2,54,3585,5.68,5.74,3.55
"37379",0.32,"Ideal","G","VS2",62.1,56,672,4.4,4.36,2.72
"37380",0.71,"Very Good","J","VS2",62.8,61,1821,5.63,5.71,3.56
"37381",1.18,"Ideal","G","VS2",62.7,55,8564,6.77,6.74,4.23
"37382",1.51,"Premium","F","VS2",62,62,13771,7.35,7.23,4.52
"37383",1.53,"Premium","I","VS1",61.2,59,10282,7.41,7.39,4.53
"37384",0.3,"Ideal","H","VS1",62.5,56,675,4.27,4.24,2.66
"37385",0.23,"Very Good","D","VVS1",59.7,58,458,3.97,4.04,2.39
"37386",0.3,"Premium","E","VS2",59.9,59,844,4.38,4.33,2.61
"37387",0.7,"Premium","E","SI1",60.7,58,2703,5.74,5.73,3.48
"37388",0.54,"Premium","G","VS1",61.1,60,1760,5.28,5.23,3.21
"37389",2.33,"Ideal","I","VS2",62,57,17504,8.52,8.45,5.26
"37390",2,"Very Good","J","VS2",60.7,60,13542,8.05,8.17,4.92
"37391",0.41,"Very Good","F","SI1",63.3,58,904,4.74,4.71,2.99
"37392",1.25,"Ideal","E","IF",61.8,55,16823,6.95,6.9,4.28
"37393",0.32,"Premium","F","VVS1",62.7,60,990,4.35,4.32,2.72
"37394",1,"Good","D","I1",57.8,62,2657,6.51,6.47,3.75
"37395",0.24,"Ideal","F","VVS2",61.1,57,552,4.03,4.06,2.47
"37396",1.14,"Ideal","G","VS2",61.4,56,7667,6.74,6.77,4.15
"37397",0.31,"Ideal","H","VS2",62.1,55,513,4.34,4.36,2.7
"37398",1.52,"Good","F","VS2",57.8,59,12283,7.58,7.5,4.36
"37399",0.91,"Ideal","I","VS2",61.9,56,4199,6.18,6.22,3.84
"37400",0.56,"Premium","E","SI1",61.5,60,1848,5.3,5.27,3.25
"37401",0.38,"Very Good","F","VVS1",61.7,56,1087,4.63,4.66,2.86
"37402",0.72,"Good","I","VS2",63.3,59,2068,5.62,5.66,3.57
"37403",0.3,"Ideal","D","VS1",62.2,56,651,4.27,4.31,2.67
"37404",0.9,"Good","H","VS2",64,57,3538,6.14,6.11,3.92
"37405",0.63,"Ideal","F","VS2",61.2,56,2182,5.56,5.51,3.39
"37406",0.78,"Very Good","G","VS2",61.3,60,3012,5.89,5.96,3.63
"37407",0.46,"Good","D","VS2",63.2,56,1205,4.89,4.92,3.1
"37408",0.5,"Ideal","G","VS2",62,56,1449,5.08,5.11,3.16
"37409",0.3,"Ideal","F","VS2",62.1,53.3,601,4.3,4.32,2.68
"37410",0.77,"Ideal","D","SI1",60.8,57,3251,5.94,5.9,3.6
"37411",0.28,"Very Good","F","VVS1",58.9,62,572,4.27,4.32,2.53
"37412",1.4,"Ideal","G","VS2",61.7,56,10311,7.2,7.25,4.46
"37413",0.31,"Very Good","D","SI1",62.9,56,571,4.31,4.34,2.72
"37414",0.3,"Premium","G","VS1",61.9,59,776,4.32,4.3,2.67
"37415",1.1,"Very Good","G","SI1",62.3,58,4997,6.55,6.61,4.1
"37416",1,"Good","F","VS2",62.1,61,6030,6.31,6.38,3.94
"37417",0.69,"Very Good","I","VS2",63.3,57,2070,5.64,5.57,3.55
"37418",0.28,"Very Good","E","VVS1",62.1,57,707,4.17,4.21,2.6
"37419",0.41,"Very Good","E","VVS2",59.9,60,1233,4.8,4.82,2.88
"37420",0.9,"Ideal","G","SI1",62.4,55,4036,6.19,6.15,3.85
"37421",0.26,"Good","D","VVS1",64.3,55,532,4.05,4.1,2.62
"37422",1.2,"Premium","G","VS2",59.6,58,7258,6.94,6.89,4.12
"37423",1.5,"Premium","G","VS1",60.8,61,13720,7.36,7.29,4.45
"37424",1.07,"Very Good","E","VS1",62,60,7768,6.49,6.58,4.05
"37425",0.3,"Premium","D","VS2",61.9,58,710,4.28,4.32,2.66
"37426",0.72,"Premium","E","SI2",62.9,58,2376,5.74,5.68,3.59
"37427",1.06,"Premium","D","SI1",59.4,57,5817,6.72,6.65,3.97
"37428",0.31,"Good","G","VVS1",57.5,62,849,4.47,4.54,2.59
"37429",0.34,"Ideal","E","VS2",62.4,55,745,4.48,4.53,2.81
"37430",0.32,"Ideal","E","VS1",61.6,55,898,4.43,4.46,2.74
"37431",0.31,"Premium","E","SI1",62.6,60,698,4.35,4.31,2.71
"37432",1,"Ideal","D","SI1",60.5,57,5880,6.52,6.48,3.93
"37433",0.41,"Very Good","G","VS2",59.8,61,827,4.78,4.82,2.87
"37434",0.7,"Premium","G","SI1",59.9,58,2016,5.8,5.68,3.44
"37435",0.56,"Premium","D","VS2",61.5,58,2011,5.33,5.28,3.26
"37436",1,"Very Good","G","VS1",63.2,58,6552,6.32,6.27,3.98
"37437",0.32,"Good","I","VS1",63.2,54,505,4.38,4.42,2.78
"37438",2.01,"Premium","I","SI1",58.9,59,13755,8.26,8.22,4.85
"37439",0.79,"Good","I","VS2",58.5,62,2451,5.99,6.04,3.52
"37440",0.4,"Premium","G","SI1",62,59,900,4.74,4.71,2.93
"37441",0.54,"Ideal","H","VS1",61.5,56,1637,5.24,5.23,3.22
"37442",0.52,"Very Good","G","VS1",62.4,60,1689,5.11,5.12,3.19
"37443",1.01,"Premium","F","VS2",62.2,60,6533,6.4,6.37,3.97
"37444",0.31,"Ideal","D","VS2",61.8,56,942,4.36,4.32,2.68
"37445",0.42,"Ideal","G","VVS2",62.1,57,1031,4.77,4.8,2.97
"37446",0.32,"Ideal","J","VS2",62.2,57,393,4.36,4.38,2.72
"37447",1.44,"Very Good","D","VS2",63.1,56,10967,7.15,7.12,4.5
"37448",1.03,"Ideal","H","SI1",62,56,4900,6.43,6.5,4.01
"37449",1.51,"Premium","J","VVS2",62.9,58,8930,7.33,7.21,4.57
"37450",0.78,"Fair","H","VS2",54.7,67,2691,6.25,6.15,3.4
"37451",0.77,"Fair","F","VS1",66.8,57,3031,5.66,5.76,3.82
"37452",2.25,"Very Good","H","SI2",61.2,63,14775,8.49,8.38,5.16
"37453",0.31,"Ideal","F","VS2",61.3,55,591,4.35,4.39,2.68
"37454",0.32,"Very Good","E","VS2",62,54,702,4.37,4.41,2.72
"37455",0.5,"Very Good","E","VS2",61.3,59,1624,5.05,5.1,3.11
"37456",0.53,"Ideal","D","VVS1",62,57,2732,5.16,5.2,3.21
"37457",2,"Good","F","SI1",63,61,18376,7.85,7.99,4.99
"37458",1.58,"Premium","G","VVS2",62.4,56,14855,7.5,7.4,4.65
"37459",0.53,"Ideal","E","VS2",62.8,57,1776,5.19,5.16,3.25
"37460",1.16,"Good","H","SI1",64,58,5576,6.56,6.63,4.22
"37461",1.01,"Premium","E","VS2",62.4,60,6606,6.43,6.39,4
"37462",1.01,"Very Good","F","SI2",60.7,57,4004,6.42,6.46,3.91
"37463",0.31,"Ideal","G","VVS1",62.4,54,759,4.31,4.34,2.7
"37464",0.69,"Premium","E","VS2",61,60,2045,5.68,5.63,3.45
"37465",0.48,"Ideal","G","IF",61.6,54,1859,5.03,5.1,3.12
"37466",0.76,"Ideal","J","SI1",61.9,53,1859,5.85,5.92,3.64
"37467",1.24,"Ideal","F","SI2",60,56,5000,7.03,7,4.21
"37468",0.4,"Ideal","G","VVS1",62,56,1043,4.73,4.76,2.94
"37469",1,"Very Good","F","SI1",63.3,58,5528,6.28,6.39,4.01
"37470",0.31,"Ideal","G","VS1",62.1,55,802,4.36,4.33,2.7
"37471",1.51,"Premium","F","VS2",61.8,56,12899,7.46,7.32,4.57
"37472",0.9,"Good","I","IF",63.7,64,3734,6.02,6.07,3.85
"37473",1.04,"Premium","J","SI2",62,59,3603,6.47,6.49,4.02
"37474",1.23,"Ideal","D","VVS2",62,55,12848,6.85,6.92,4.27
"37475",0.59,"Very Good","H","VVS2",62.3,55,1840,5.42,5.33,3.35
"37476",1.02,"Very Good","F","SI2",63,58,4162,6.38,6.44,4.04
"37477",0.56,"Fair","F","SI1",61.6,61,1176,5.38,5.21,3.26
"37478",0.31,"Ideal","H","VVS1",61.6,57,660,4.32,4.35,2.67
"37479",0.59,"Very Good","F","VVS2",63.5,59,2302,5.28,5.3,3.36
"37480",0.32,"Very Good","G","VS2",58.4,57,524,4.51,4.53,2.64
"37481",1.01,"Very Good","H","SI1",60.2,60,4617,6.5,6.48,3.91
"37482",0.74,"Ideal","H","VS1",61.6,56,2797,5.81,5.82,3.58
"37483",1.07,"Very Good","F","SI2",59.4,60,4552,6.68,6.75,3.99
"37484",0.51,"Good","H","VS2",61.8,65,1128,5.07,5.02,3.12
"37485",1.5,"Ideal","F","VS2",61.7,54,14092,7.28,7.31,4.5
"37486",0.84,"Fair","G","SI1",55.1,67,2782,6.39,6.2,3.47
"37487",0.32,"Very Good","F","VS2",61.5,59.7,624,4.32,4.39,2.68
"37488",0.4,"Premium","G","VVS2",61.7,59,982,4.73,4.76,2.93
"37489",0.3,"Premium","I","VVS1",62.8,59,709,4.29,4.24,2.68
"37490",0.71,"Premium","F","VVS1",58.1,58,3347,5.92,5.88,3.43
"37491",0.64,"Premium","E","SI1",61.3,58,1811,5.57,5.53,3.4
"37492",0.57,"Very Good","E","SI2",61.2,57,1315,5.31,5.35,3.26
"37493",0.58,"Very Good","G","VVS2",62,57,2078,5.33,5.34,3.31
"37494",1.58,"Premium","D","SI1",59,59,13329,7.68,7.63,4.52
"37495",0.62,"Ideal","G","VS1",60.7,55,2206,5.55,5.59,3.38
"37496",0.7,"Good","E","SI2",56.9,63,1758,5.78,5.71,3.27
"37497",1.5,"Very Good","G","VS1",61.7,63,12862,7.31,7.24,4.49
"37498",0.93,"Premium","E","SI2",62.9,57,3984,6.25,6.19,3.91
"37499",0.9,"Good","E","SI2",59.9,61,3660,6.16,6.2,3.7
"37500",2.11,"Premium","J","SI2",61,58,12554,8.29,8.2,5.03
"37501",0.72,"Ideal","F","SI1",62.5,57,2440,5.65,5.74,3.56
"37502",0.3,"Ideal","D","VS2",62.8,57,911,4.31,4.29,2.7
"37503",0.43,"Fair","H","SI1",62.7,66,984,4.78,4.72,2.98
"37504",0.25,"Fair","E","VS1",55.2,64,361,4.21,4.23,2.33
"37505",1.09,"Ideal","G","SI2",62.1,56,4670,6.66,6.59,4.12
"37506",2.22,"Ideal","G","SI2",60.9,57,15584,8.47,8.42,5.14
"37507",1.01,"Premium","G","VS2",63,56,5864,6.41,6.35,4.02
"37508",0.34,"Good","H","VS2",63.3,56,537,4.39,4.45,2.8
"37509",0.54,"Premium","F","VS2",61.8,58,1786,5.29,5.22,3.25
"37510",0.71,"Premium","H","SI1",62.4,59,2112,5.65,5.6,3.51
"37511",0.3,"Very Good","E","VS2",62.1,62,575,4.21,4.26,2.63
"37512",0.81,"Very Good","F","SI1",62.2,56,3308,5.97,5.99,3.72
